"MADON","MAMH","GIA","TRONGLUONG","TONGTIEN","SOLUONGDAT","KENHBANHANG","QUY","THUTRONGTUAN","BANG","LOAICUAHANG","MACUAHANG"
"10466","12717",29.5,100,29.5,1,"Truc tuyen",1,"Sunday","SP","Truc tuyen","OL_28"
"10467","12980",67.91,100,78.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","100"
"10468","3109",16.9,450,33.8,2,"Tai cua hang",3,"Saturday","SP","Vat ly","71"
"10469","8830",329.9,2300,329.9,1,"Truc tuyen",1,"Saturday","RJ","Truc tuyen","OL_21"
"1047","10415",79,950,79,1,"Truc tuyen",3,"Sunday","PE","Truc tuyen","OL_19"
"1047","14364",89.9,2150,89.9,1,"Truc tuyen",3,"Sunday","PE","Truc tuyen","OL_19"
"10470","6414",199.9,150,199.9,1,"Tai cua hang",4,"Sunday","RJ","Vat ly","9"
"10471","13150",159.9,7050,159.9,1,"Tai cua hang",1,"Tuesday","RJ","Vat ly","39"
"10472","2624",24.99,500,24.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","11"
"10473","2634",56.99,250,56.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","56"
"10474","3677",127.9,4117,127.9,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","61"
"10475","7152",45,800,45,1,"Truc tuyen",2,"Saturday","SP","Truc tuyen","OL_17"
"10476","2659",29.99,300,29.99,1,"Tai cua hang",4,"Saturday","SP","Vat ly","46"
"10477","18378",69.9,1200,69.9,1,"Truc tuyen",1,"Thursday","RJ","Truc tuyen","OL_15"
"10478","8314",70.83,13700,70.83,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","2"
"10479","983",20.99,363,20.99,1,"Tai cua hang",1,"Tuesday","MG","Vat ly","37"
"1048","14257",144.9,1200,144.9,1,"Tai cua hang",1,"Friday","MG","Vat ly","20"
"10480","8291",219.99,350,219.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","61"
"10481","17633",299.99,1582,299,1,"Truc tuyen",4,"Thursday","RJ","Truc tuyen","OL_16"
"10482","1075",179.99,23375,179.99,1,"Tai cua hang",4,"Monday","RS","Vat ly","10"
"10483","1837",109.9,1000,109.9,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_28"
"10484","8405",13.99,500,13.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","18"
"10485","13626",154,450,139,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_11"
"10486","15758",99,5950,99,1,"Tai cua hang",4,"Thursday","SP","Vat ly","98"
"10487","8471",21.99,300,21.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","78"
"10488","13935",89.9,1700,89.9,1,"Tai cua hang",2,"Thursday","SP","Vat ly","32"
"10489","11250",150,200,300,2,"Tai cua hang",1,"Tuesday","SP","Vat ly","14"
"1049","9562",89.9,1150,89.9,1,"Tai cua hang",3,"Friday","MG","Vat ly","37"
"10490","17612",1449.5,500,1449.5,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","66"
"10490","9984",615,4381,629,1,"Tai cua hang",4,"Tuesday","RJ","Vat ly","9"
"10491","4522",29,250,29,1,"Tai cua hang",2,"Sunday","SP","Vat ly","67"
"10492","16991",38.9,600,38.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","18"
"10493","18417",18.99,150,18.99,1,"Tai cua hang",2,"Thursday","MG","Vat ly","37"
"10494","7198",125,1300,125,1,"Truc tuyen",1,"Wednesday","SP","Truc tuyen","OL_28"
"10495","13139",19.9,1000,19.9,1,"Truc tuyen",4,"Saturday","GO","Truc tuyen","OL_10"
"10496","12280",169,6400,169,1,"Truc tuyen",1,"Saturday","MG","Truc tuyen","OL_6"
"10497","10372",12.9,300,12.9,1,"Tai cua hang",4,"Saturday","BA","Vat ly","40"
"10498","16877",49,300,49,1,"Tai cua hang",4,"Sunday","SP","Vat ly","52"
"10499","9995",49.9,1300,49.9,1,"Truc tuyen",2,"Monday","RJ","Truc tuyen","OL_21"
"105","14567",158,1400,158,1,"Tai cua hang",1,"Monday","SP","Vat ly","24"
"105","8039",308,3900,308,1,"Tai cua hang",1,"Monday","SP","Vat ly","94"
"1050","1062",39.9,400,39.9,1,"Tai cua hang",3,"Saturday","DF","Vat ly","1"
"10500","19476",115,450,115,1,"Tai cua hang",4,"Sunday","SP","Vat ly","91"
"10501","2298",69,900,69,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"10502","1608",129.9,18250,129.9,1,"Tai cua hang",3,"Tuesday","BA","Vat ly","76"
"10503","14238",149,350,149,1,"Tai cua hang",4,"Saturday","SP","Vat ly","21"
"10504","18285",109.9,6200,109.9,1,"Tai cua hang",3,"Monday","SP","Vat ly","93"
"10505","18925",11.35,100,11.35,1,"Truc tuyen",3,"Friday","SP","Truc tuyen","OL_28"
"10506","6876",39.9,500,39.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","60"
"10507","10919",34.99,300,34.99,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_25"
"10508","12575",177.9,200,177.9,1,"Tai cua hang",2,"Friday","MG","Vat ly","81"
"10509","5470",49.98,1110,53.79,1,"Tai cua hang",2,"Tuesday","ES","Vat ly","45"
"1051","11843",149,300,149,1,"Tai cua hang",1,"Saturday","SP","Vat ly","100"
"10510","13848",99.88,1000,99.88,1,"Tai cua hang",2,"Friday","SP","Vat ly","4"
"10511","10493",38.89,888,38.89,1,"Tai cua hang",4,"Tuesday","DF","Vat ly","53"
"10512","9724",186,290,186,1,"Tai cua hang",4,"Sunday","SP","Vat ly","100"
"10513","9541",18.5,400,18.5,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_28"
"10514","4982",67.9,100,67.9,1,"Tai cua hang",1,"Saturday","MG","Vat ly","15"
"10515","14853",196,643,392,2,"Tai cua hang",1,"Thursday","MG","Vat ly","15"
"10516","2574",266.9,1900,266.9,1,"Tai cua hang",3,"Monday","SP","Vat ly","21"
"10517","9566",34.9,600,34.9,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_5"
"10518","8082",120,4900,120,1,"Truc tuyen",4,"Wednesday","SP","Truc tuyen","OL_28"
"10519","9489",300,3350,290,1,"Tai cua hang",3,"Sunday","MG","Vat ly","20"
"1052","18649",255.9,2600,255.9,1,"Tai cua hang",1,"Tuesday","SP","Vat ly","2"
"10520","15501",250.9,190,250.9,1,"Tai cua hang",4,"Sunday","PA","Vat ly","23"
"10521","12960",65.9,8017,65.9,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_28"
"10522","10998",29.9,500,29.9,1,"Tai cua hang",4,"Saturday","RJ","Vat ly","29"
"10523","12230",99,550,99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","46"
"10524","16799",149,6550,139,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_28"
"10525","6202",169.9,640,169.9,1,"Truc tuyen",4,"Friday","SP","Truc tuyen","OL_28"
"10526","9977",59.9,2000,59.9,1,"Tai cua hang",3,"Wednesday","RS","Vat ly","13"
"10527","5044",188.99,1800,188.99,1,"Truc tuyen",1,"Thursday","SP","Truc tuyen","OL_20"
"10528","8211",87.8,173,65.9,1,"Truc tuyen",3,"Tuesday","RJ","Truc tuyen","OL_21"
"10529","9991",89.9,4100,95.9,1,"Truc tuyen",1,"Sunday","MG","Truc tuyen","OL_6"
"1053","19268",19.99,650,19.99,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_28"
"10530","13231",93,2850,79.5,1,"Tai cua hang",2,"Friday","SP","Vat ly","11"
"10531","12325",87.85,1500,87.85,1,"Tai cua hang",1,"Monday","SP","Vat ly","56"
"10531","4332",89.9,1825,86.9,1,"Tai cua hang",1,"Monday","DF","Vat ly","49"
"10532","16910",159.9,4083,159.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","30"
"10533","683",47.48,225,49.95,1,"Tai cua hang",3,"Saturday","PE","Vat ly","48"
"10534","1580",19.9,200,19.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","47"
"10535","11564",25.49,425,25.49,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_20"
"10536","18251",107,350,321,3,"Tai cua hang",4,"Thursday","SP","Vat ly","38"
"10537","18084",112,8875,112,1,"Truc tuyen",2,"Tuesday","RJ","Truc tuyen","OL_26"
"10538","6099",69.9,1000,69.9,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_28"
"10539","4202",169.9,2400,169.9,1,"Truc tuyen",4,"Wednesday","MG","Truc tuyen","OL_3"
"1054","11414",100,900,155,1,"Tai cua hang",3,"Sunday","SP","Vat ly","16"
"10540","13636",279,333,279,1,"Tai cua hang",3,"Saturday","SP","Vat ly","100"
"10541","13805",69.9,2600,139.8,2,"Tai cua hang",1,"Monday","SP","Vat ly","16"
"10542","7895",489.06,1450,499,1,"Tai cua hang",1,"Friday","SP","Vat ly","14"
"10543","12528",212.99,2700,212.99,1,"Truc tuyen",1,"Friday","MG","Truc tuyen","OL_3"
"10544","18061",1769,15600,1769,1,"Truc tuyen",2,"Sunday","RJ","Truc tuyen","OL_21"
"10545","2890",16.5,350,17.89,1,"Truc tuyen",2,"Friday","RJ","Truc tuyen","OL_21"
"10546","6564",69,350,69,1,"Tai cua hang",4,"Sunday","SP","Vat ly","14"
"10547","10116",37.9,1029,37.9,1,"Tai cua hang",2,"Thursday","SP","Vat ly","46"
"10548","13241",120,1250,120,1,"Tai cua hang",1,"Sunday","RJ","Vat ly","29"
"10549","6948",104.49,275,101.49,1,"Tai cua hang",4,"Friday","GO","Vat ly","26"
"1055","7890",819.9,825,819.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","24"
"10550","18241",145,1025,145,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","67"
"10551","5404",124.9,200,119.5,1,"Tai cua hang",3,"Saturday","SP","Vat ly","5"
"10552","15961",45,200,45,1,"Tai cua hang",3,"Friday","SP","Vat ly","14"
"10553","13805",69.9,2600,69.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","16"
"10554","7551",119,15700,119,1,"Tai cua hang",1,"Saturday","SP","Vat ly","21"
"10555","5560",29.5,350,29.5,1,"Truc tuyen",1,"Sunday","SC","Truc tuyen","OL_8"
"10556","5164",66.99,350,66.99,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_28"
"10557","10738",24.99,350,24.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","5"
"10558","7995",220.91,1225,220.89,1,"Tai cua hang",4,"Wednesday","MG","Vat ly","3"
"10559","16755",69.9,9575,69.9,1,"Truc tuyen",4,"Tuesday","SP","Truc tuyen","OL_27"
"1056","7766",220,5250,220,1,"Tai cua hang",2,"Tuesday","RJ","Vat ly","29"
"1","3969",145.95,2000,145.95,1,"Tai cua hang",1,"Monday","PE","Vat ly","48"
"10","4590",119.9,2500,119.9,1,"Tai cua hang",4,"Tuesday","RJ","Vat ly","51"
"100","1201",18,100,18,1,"Tai cua hang",2,"Monday","SP","Vat ly","36"
"1000","879",24.99,300,24.99,1,"Tai cua hang",4,"Sunday","SP","Vat ly","80"
"10000","8553",123.28,100,119.9,1,"Tai cua hang",4,"Saturday","SC","Vat ly","57"
"10001","11731",77.6,850,68.9,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_28"
"10001","7891",69.9,16050,69.9,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_28"
"10002","11048",99,450,99,1,"Tai cua hang",2,"Saturday","PE","Vat ly","48"
"10003","19523",7.96,150,15.92,2,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_28"
"10004","10897",159.9,1200,159.9,1,"Truc tuyen",1,"Saturday","RS","Truc tuyen","OL_18"
"10005","209",176.96,12275,179.99,1,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_27"
"10006","2804",179.9,3270,179.9,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"10007","10316",99.99,4825,99.99,1,"Tai cua hang",3,"Tuesday","RS","Vat ly","13"
"10007","14594",99.99,5925,99.99,1,"Tai cua hang",3,"Tuesday","PR","Vat ly","28"
"10008","5506",49.9,200,49.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","58"
"10009","2200",135,1600,135,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_1"
"1001","3568",19.9,550,19.9,1,"Tai cua hang",4,"Saturday","GO","Vat ly","35"
"10010","10744",79.9,1100,79.9,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_28"
"10011","19416",49,550,49,1,"Tai cua hang",2,"Friday","SP","Vat ly","36"
"10011","2557",85.9,550,85.9,1,"Tai cua hang",2,"Friday","MG","Vat ly","92"
"10012","14221",349.99,200,349.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","2"
"10013","10",79.99,750,54.99,1,"Tai cua hang",4,"Saturday","SP","Vat ly","47"
"10014","20444",179.9,250,179.9,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","91"
"10015","1429",51.99,850,51.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","61"
"10016","17198",90.99,300,90.99,1,"Tai cua hang",2,"Sunday","RS","Vat ly","13"
"10017","1644",20,400,20,1,"Tai cua hang",4,"Sunday","SP","Vat ly","16"
"10018","14343",121.49,9200,129.99,1,"Tai cua hang",1,"Friday","SP","Vat ly","30"
"10019","688",129,400,119,1,"Tai cua hang",3,"Saturday","SP","Vat ly","62"
"1002","17835",39.99,750,39.99,1,"Tai cua hang",2,"Saturday","BA","Vat ly","33"
"10020","7020",21.9,150,21.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","21"
"10021","1234",34,400,34,1,"Truc tuyen",2,"Monday","SC","Truc tuyen","OL_8"
"10022","15046",56.99,400,56.99,1,"Tai cua hang",2,"Sunday","DF","Vat ly","53"
"10023","1292",99.9,1350,99.9,1,"Truc tuyen",4,"Thursday","RJ","Truc tuyen","OL_21"
"10023","20143",99.9,1100,99.9,1,"Truc tuyen",4,"Thursday","RJ","Truc tuyen","OL_21"
"10024","5386",69,1644,69,1,"Tai cua hang",1,"Saturday","SP","Vat ly","22"
"10025","11845",97.9,1250,103.9,1,"Truc tuyen",2,"Thursday","RJ","Truc tuyen","OL_21"
"10026","998",58.5,250,58.5,1,"Tai cua hang",3,"Saturday","SP","Vat ly","38"
"10027","6885",29.5,1867,29.5,1,"Truc tuyen",1,"Thursday","MG","Truc tuyen","OL_3"
"10028","16825",799.9,2400,799.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","32"
"10029","3932",28.99,217,28.99,1,"Tai cua hang",3,"Friday","SP","Vat ly","25"
"1003","10692",261.58,14450,261.58,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_1"
"10030","13011",144.9,1950,339.8,2,"Tai cua hang",1,"Tuesday","SP","Vat ly","18"
"10031","20155",47.9,600,51.9,1,"Tai cua hang",3,"Saturday","RJ","Vat ly","9"
"10032","13829",24.9,358,24.9,1,"Tai cua hang",2,"Saturday","PE","Vat ly","42"
"10033","2849",29,150,29,1,"Truc tuyen",3,"Friday","SP","Truc tuyen","OL_17"
"10034","18863",131.9,2275,131.9,1,"Tai cua hang",2,"Monday","SP","Vat ly","82"
"10035","8791",99.9,1050,109.9,1,"Truc tuyen",2,"Friday","SP","Truc tuyen","OL_28"
"10036","13724",39.99,150,39.99,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","11"
"10037","13145",29.9,250,29.9,1,"Tai cua hang",1,"Tuesday","GO","Vat ly","35"
"10037","7877",54.9,300,54.9,1,"Tai cua hang",1,"Tuesday","DF","Vat ly","31"
"10038","20392",69.9,800,69.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","60"
"10039","6466",99.99,1700,99.99,1,"Tai cua hang",3,"Monday","SP","Vat ly","21"
"1004","1439",57.31,800,57.31,1,"Tai cua hang",4,"Saturday","SP","Vat ly","16"
"10040","8395",867.77,350,857.77,1,"Tai cua hang",4,"Saturday","SP","Vat ly","12"
"10041","15081",124,8450,119,1,"Truc tuyen",3,"Wednesday","SP","Truc tuyen","OL_13"
"10042","11029",27.9,150,27.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","60"
"10043","7944",70,233,70,1,"Tai cua hang",4,"Saturday","PE","Vat ly","44"
"10044","6785",112.9,584,220,2,"Tai cua hang",2,"Saturday","SP","Vat ly","85"
"10045","18964",99.99,3050,99.99,1,"Truc tuyen",2,"Monday","DF","Truc tuyen","OL_4"
"10046","11050",29.99,200,29.99,1,"Tai cua hang",3,"Sunday","SP","Vat ly","4"
"10047","14139",27.4,400,24.9,1,"Truc tuyen",1,"Sunday","SP","Truc tuyen","OL_27"
"10048","4594",94.6,400,94.6,1,"Tai cua hang",4,"Monday","SP","Vat ly","12"
"10049","18361",61.9,156,61.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","62"
"1005","14220",159.9,3500,159.9,1,"Truc tuyen",1,"Wednesday","GO","Truc tuyen","OL_10"
"10050","8431",2.9,200,2.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","22"
"10051","831",79.9,1000,79.9,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_25"
"10052","14941",178.99,292,178.99,1,"Tai cua hang",4,"Friday","MG","Vat ly","20"
"10053","12641",24.9,300,19.9,1,"Tai cua hang",2,"Thursday","MG","Vat ly","81"
"10054","8326",29.6,1000,59.2,2,"Tai cua hang",1,"Saturday","SP","Vat ly","25"
"10055","15828",190.83,416,190.83,1,"Tai cua hang",4,"Wednesday","RJ","Vat ly","9"
"10056","10147",38,550,38,1,"Tai cua hang",4,"Sunday","DF","Vat ly","53"
"10057","14755",45,250,45,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_28"
"10058","9411",179.49,550,179.49,1,"Tai cua hang",1,"Friday","SP","Vat ly","80"
"10059","13526",78,250,78,1,"Tai cua hang",2,"Sunday","SP","Vat ly","46"
"1006","5842",29.99,450,29.99,1,"Tai cua hang",4,"Sunday","SP","Vat ly","55"
"10060","18901",34.99,1200,139.96,4,"Truc tuyen",3,"Tuesday","RJ","Truc tuyen","OL_16"
"10061","16799",149,6550,129,1,"Truc tuyen",1,"Sunday","RJ","Truc tuyen","OL_21"
"10062","7349",54.99,1000,54.99,1,"Tai cua hang",4,"Saturday","SP","Vat ly","100"
"10063","8802",142.44,267,144.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","60"
"10064","12512",99.99,900,99.99,1,"Tai cua hang",3,"Sunday","SP","Vat ly","30"
"10065","4463",12.5,200,25,2,"Tai cua hang",3,"Saturday","DF","Vat ly","31"
"10066","17194",59.99,950,59.99,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","17"
"10067","12507",39.9,1850,39.9,1,"Tai cua hang",1,"Wednesday","MG","Vat ly","92"
"10068","18215",395.65,300,395,1,"Truc tuyen",4,"Monday","DF","Truc tuyen","OL_4"
"10069","8658",212.4,650,212.4,1,"Tai cua hang",3,"Thursday","DF","Vat ly","83"
"1007","11686",10.99,100,6.9,1,"Tai cua hang",1,"Saturday","RS","Vat ly","10"
"10070","12882",79.9,900,79.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","21"
"10071","5576",69,350,69,1,"Tai cua hang",1,"Saturday","DF","Vat ly","27"
"10072","4162",94.9,1000,94.9,1,"Tai cua hang",1,"Tuesday","MG","Vat ly","20"
"10073","13805",69.9,2600,69.9,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"10074","5370",53.9,1550,59.9,1,"Tai cua hang",3,"Saturday","MG","Vat ly","3"
"10075","1640",189,968,189,1,"Tai cua hang",3,"Wednesday","DF","Vat ly","27"
"10076","9780",39,450,78,2,"Tai cua hang",1,"Saturday","GO","Vat ly","54"
"10077","10735",129.9,1100,129.9,1,"Truc tuyen",2,"Tuesday","CE","Truc tuyen","OL_9"
"10078","2101",122.99,700,122.99,1,"Tai cua hang",4,"Monday","SP","Vat ly","47"
"10079","3498",220,258,220,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","14"
"1008","15586",39.9,350,39.9,1,"Tai cua hang",3,"Saturday","RJ","Vat ly","29"
"10080","15068",119.99,850,119.99,1,"Tai cua hang",4,"Wednesday","MG","Vat ly","86"
"10081","19911",179,2841,179,1,"Truc tuyen",2,"Wednesday","RJ","Truc tuyen","OL_21"
"10082","14420",163,2975,163,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","100"
"10083","6388",100.78,300,91.55,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_11"
"10084","18510",19.9,300,19.9,1,"Truc tuyen",2,"Sunday","SC","Truc tuyen","OL_8"
"10085","809",29.9,300,29.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","32"
"10086","16773",190,4850,190,1,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_28"
"10087","9990",8.9,100,8.9,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"10088","2101",122.99,700,119.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","47"
"10089","12568",86.9,371,84.95,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_25"
"10089","9609",172.33,600,173.99,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_25"
"1009","18212",65,1050,130,2,"Truc tuyen",4,"Monday","RJ","Truc tuyen","OL_21"
"10090","2531",32.96,180,32.96,1,"Tai cua hang",3,"Saturday","SP","Vat ly","100"
"10091","525",59.9,1550,59.9,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_28"
"10092","20335",143,1250,286,2,"Truc tuyen",4,"Tuesday","RJ","Truc tuyen","OL_21"
"10093","15347",175,300,175,1,"Truc tuyen",2,"Saturday","DF","Truc tuyen","OL_4"
"10094","10082",173,340,173,1,"Tai cua hang",1,"Sunday","SC","Vat ly","57"
"10095","16783",59.9,3000,59.9,1,"Truc tuyen",3,"Friday","MG","Truc tuyen","OL_3"
"10096","6460",143.8,5950,143.8,1,"Truc tuyen",3,"Wednesday","MG","Truc tuyen","OL_6"
"10097","5561",42.9,230,42.9,1,"Tai cua hang",2,"Tuesday","SC","Vat ly","59"
"10098","13117",28.9,200,27.9,1,"Tai cua hang",2,"Monday","SP","Vat ly","43"
"10099","1806",99,400,99,1,"Truc tuyen",1,"Saturday","RS","Truc tuyen","OL_18"
"101","5694",89.99,200,89.99,1,"Truc tuyen",1,"Sunday","RJ","Truc tuyen","OL_21"
"1010","6107",129,10750,129,1,"Tai cua hang",1,"Thursday","SP","Vat ly","14"
"10100","8693",17.9,950,17.9,1,"Tai cua hang",2,"Saturday","DF","Vat ly","31"
"10101","5370",53.9,1550,49,1,"Truc tuyen",4,"Friday","SC","Truc tuyen","OL_8"
"10102","5476",154,1000,179,1,"Tai cua hang",3,"Thursday","BA","Vat ly","40"
"10102","6949",179,900,179,1,"Tai cua hang",3,"Thursday","SP","Vat ly","47"
"10103","4360",49.9,200,59.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","2"
"10104","923",1399.9,550,1399.9,1,"Tai cua hang",4,"Thursday","SP","Vat ly","100"
"10105","19442",13.99,50,13.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","32"
"10106","12043",129.9,2192,129.9,1,"Truc tuyen",1,"Friday","RJ","Truc tuyen","OL_21"
"10107","7678",148.99,675,148.99,1,"Truc tuyen",1,"Friday","RJ","Truc tuyen","OL_21"
"10108","3006",164.9,792,209.9,1,"Tai cua hang",2,"Sunday","DF","Vat ly","31"
"10109","16791",69.9,1100,69.9,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_20"
"1011","14112",119.44,3400,118.89,1,"Truc tuyen",2,"Saturday","MG","Truc tuyen","OL_3"
"10110","16600",55.9,850,55.9,1,"Tai cua hang",1,"Friday","SP","Vat ly","11"
"10111","12382",117.4,1600,114.9,1,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_28"
"10112","3873",34.99,150,34.99,1,"Tai cua hang",1,"Saturday","SP","Vat ly","18"
"10113","3411",89.9,7600,89.9,1,"Tai cua hang",3,"Monday","SP","Vat ly","78"
"10114","11029",27.9,150,27.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","60"
"10115","5370",53.9,1550,59.9,1,"Truc tuyen",3,"Tuesday","DF","Truc tuyen","OL_4"
"10116","11846",110,9400,110,1,"Tai cua hang",4,"Thursday","SP","Vat ly","22"
"10117","11034",25,550,25,1,"Tai cua hang",3,"Saturday","SP","Vat ly","75"
"10118","10931",99.9,1350,99.9,1,"Tai cua hang",3,"Wednesday","SP","Vat ly","38"
"10118","19708",210,20100,210,1,"Tai cua hang",3,"Wednesday","PE","Vat ly","48"
"10119","7441",129.99,5250,129.79,1,"Tai cua hang",2,"Wednesday","MG","Vat ly","15"
"1012","18520",228,500,228,1,"Tai cua hang",4,"Thursday","CE","Vat ly","68"
"10120","13594",35.9,200,39.9,1,"Tai cua hang",2,"Saturday","MG","Vat ly","96"
"10120","3613",64.9,300,64.9,1,"Tai cua hang",2,"Saturday","DF","Vat ly","53"
"10121","6785",112.9,584,115,1,"Tai cua hang",1,"Saturday","SP","Vat ly","85"
"10122","9209",70.4,550,72.9,1,"Tai cua hang",2,"Sunday","MG","Vat ly","87"
"10123","13443",55,300,55,1,"Tai cua hang",3,"Sunday","MG","Vat ly","20"
"10124","1629",59.81,1000,59.81,1,"Tai cua hang",4,"Sunday","PE","Vat ly","44"
"10125","2136",30.24,590,31.86,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_24"
"10126","17597",81.99,207,80.9,1,"Tai cua hang",1,"Thursday","SP","Vat ly","61"
"10127","4044",189,150,189,1,"Tai cua hang",2,"Sunday","SP","Vat ly","18"
"10128","6376",109.99,1500,119.99,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","16"
"10129","528",169.83,700,169.83,1,"Tai cua hang",2,"Saturday","BA","Vat ly","40"
"1013","13999",89.9,1200,79.9,1,"Truc tuyen",2,"Sunday","RJ","Truc tuyen","OL_21"
"10130","8832",49,650,98,2,"Tai cua hang",3,"Sunday","SP","Vat ly","19"
"10131","5350",59.4,6025,58.9,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_23"
"10132","4197",79.9,200,79.9,1,"Tai cua hang",3,"Saturday","DF","Vat ly","31"
"10133","16199",37.25,700,37.25,1,"Tai cua hang",1,"Sunday","SP","Vat ly","100"
"10134","7521",32,600,32.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","61"
"10135","19578",750,9050,750,1,"Tai cua hang",1,"Monday","SP","Vat ly","30"
"10136","2099",39.9,1400,39.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","25"
"10137","8643",189.9,5450,169.9,1,"Truc tuyen",2,"Wednesday","PR","Truc tuyen","OL_7"
"10138","7476",134.9,600,134.9,1,"Tai cua hang",4,"Wednesday","CE","Vat ly","79"
"10139","10036",59.9,2750,59.9,1,"Truc tuyen",1,"Wednesday","SP","Truc tuyen","OL_25"
"1014","12919",69.9,12300,69.9,1,"Truc tuyen",2,"Friday","SP","Truc tuyen","OL_24"
"10140","15169",172,483,172,1,"Tai cua hang",4,"Friday","BA","Vat ly","40"
"10141","9552",13.99,50,13.99,1,"Truc tuyen",2,"Saturday","RJ","Truc tuyen","OL_21"
"10142","2814",59.9,1000,119.8,2,"Tai cua hang",2,"Monday","DF","Vat ly","27"
"10143","14416",109.95,4100,109.9,1,"Tai cua hang",2,"Monday","DF","Vat ly","1"
"10144","13324",137.9,925,137.9,1,"Tai cua hang",4,"Thursday","MG","Vat ly","96"
